currency,estruct,ecase,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
EUR,TAX,A1_125,EA19	: 	10013.08 	9525.62 	9141.20 	8641.23 	9369.55 	9310.84 	9285.21 	9226.01 	9206.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EE	2836.27 	2655.14 	2444.80 	2282.51 	2115.69 	2085.54 	133.29 	1991.24 	1777.82 	1559.45 	1561.79 	1516.19 	1384.05 	1235.00 	1117.91 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EL	3382.32 	3501.85 	3687.51 	4034.90 	3034.59 	1867.01 	1494.45 	1556.13 	1219.82 	873.95 	842.99 	572.40 	450.44 	348.50 	413.63 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,ES	6187.60 	6140.14 	6093.63 	5676.19 	5437.10 	5233.32 	4534.30 	4573.14 	4365.44 	4203.27 	4034.37 	3817.82 	3814.64 	3588.87 	3390.02 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EU15	: 	10311.13 	10227.69 	9546.15 	9154.46 	9665.60 	9926.08 	10287.69 	10114.29 	9993.18 	8612.34 	8410.36 	8388.35 	8096.89 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EU25	: 	8560.23 	8921.90 	8338.47 	7990.00 	7936.20 	8107.06 	8170.03 	7827.71 	7559.64 	7538.49 	7353.96 	7330.73 	7053.72 	7008.82 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EU27	: 	8217.93 	8523.77 	7974.72 	7639.40 	7572.39 	7734.92 	7792.90 	7460.05 	7210.27 	7175.58 	7016.21 	6983.14 	6723.91 	6670.40 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EU28	: 	8179.64 	8409.88 	7868.23 	7534.34 	7917.28 	8119.17 	8428.25 	8279.36 	8201.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,FI	14032.78 	13729.58 	13113.84 	12967.98 	12738.37 	12720.84 	12925.69 	12107.98 	11428.84 	11637.04 	11153.93 	11043.98 	10876.82 	10356.62 	10208.82 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,FR	8304.82 	8131.31 	7969.28 	7660.91 	7361.03 	7255.05 	7205.34 	6838.48 	6802.87 	6593.27 	6322.32 	6255.26 	6339.38 	6154.33 	5898.15 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,HR	: 	1945.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,HU	1949.59 	1963.50 	2052.46 	2385.79 	2151.28 	2691.06 	2963.13 	2642.86 	2330.63 	2272.61 	2233.98 	2114.94 	2045.25 	1736.12 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,IE	9810.31 	9022.98 	8618.21 	8489.20 	6061.55 	5654.42 	5587.88 	5322.31 	5553.78 	5887.58 	5960.58 	5456.65 	4832.78 	5161.57 	9489.26 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,IS	16627.86 	14301.38 	14671.56 	12933.84 	11924.04 	10189.73 	13396.52 	20426.53 	19107.09 	20939.29 	17405.42 	16646.69 	13251.49 	11708.79 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,IT	9785.96 	9425.32 	9127.30 	8834.91 	8394.37 	7895.36 	7614.52 	7105.68 	6851.96 	6317.05 	6655.77 	6389.43 	6208.21 	5985.77 	5873.20 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,JP	3809.71 	4157.12 	5230.17 	4694.39 	4513.31 	4171.00 	3566.07 	3556.87 	3497.93 	3457.11 	3465.65 	3538.07 	3833.38 	4743.49 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,LT	: 	1405.73 	1307.07 	1235.13 	1194.14 	1222.85 	1952.42 	1833.54 	1464.93 	1475.08 	1303.83 	1007.62 	1191.83 	1116.04 	1076.26 	958.23 	881.28 	735.65 	545.78 	400.80 
EUR,TAX,A1_125,LU	14643.80 	14143.04 	12906.62 	12318.50 	11476.33 	10950.50 	11302.78 	10995.18 	10255.13 	9612.45 	9008.73 	8560.80 	8073.93 	9440.79 	9666.07 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,LV	: 	2302.99 	2327.64 	2191.75 	2274.88 	2029.32 	1964.32 	1688.34 	1344.02 	1095.39 	987.57 	901.17 	893.44 	861.70 	810.57 	561.64 	524.72 	510.66 	396.74 	: 
EUR,TAX,A1_125,MT	: 	4329.20 	4272.31 	3945.94 	3176.81 	2815.00 	2816.56 	1205.19 	1293.69 	1191.75 	2675.23 	2574.51 	2876.01 	2565.76 	2353.38 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,NL	13070.19 	12760.70 	13354.10 	12482.83 	12077.46 	12002.48 	10995.94 	10339.66 	9348.94 	8265.08 	7924.12 	7467.80 	7493.07 	7085.69 	6463.75 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,NO	19236.71 	20572.29 	21074.86 	19212.35 	17958.84 	15837.07 	16597.75 	16272.70 	15096.72 	14718.20 	14290.06 	14458.12 	15286.53 	13815.29 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,PL	928.94 	901.85 	837.71 	841.26 	800.36 	707.03 	925.42 	776.93 	662.97 	602.76 	513.20 	514.96 	558.75 	579.72 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,PT	4229.60 	4311.37 	3051.27 	3124.28 	2848.57 	2996.43 	2950.84 	2851.57 	2541.48 	2339.39 	2401.91 	2335.38 	2363.86 	1886.41 	1932.90 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,RO	: 	958.54 	919.51 	972.50 	898.68 	789.42 	859.30 	702.45 	502.05 	401.24 	388.56 	325.31 	282.25 	343.31 	282.07 	354.68 	416.53 	354.46 	369.98 	: 
EUR,TAX,A1_125,SE	12647.14 	12690.17 	12663.34 	11974.42 	11162.80 	10009.51 	11762.52 	11940.84 	12643.07 	12362.69 	12219.35 	11522.65 	11086.55 	11283.83 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,SI	2919.25 	2872.38 	2876.82 	2878.94 	2781.86 	2588.37 	2556.07 	2341.13 	2623.95 	2472.66 	2530.96 	2405.26 	2284.00 	2186.94 	1803.02 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,SK	1404.48 	1347.13 	1325.17 	1296.57 	1152.99 	1095.04 	1192.85 	1041.75 	771.01 	667.71 	596.88 	504.20 	436.75 	441.42 	434.36 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,TR	1721.63 	2436.18 	2408.64 	1661.22 	1881.58 	1424.65 	1726.54 	1912.88 	1709.18 	1918.89 	1582.71 	1455.06 	1479.20 	1394.47 	1901.83 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,UK	9233.52 	8944.52 	9650.81 	8241.95 	8485.56 	7916.08 	9188.98 	11722.83 	10918.55 	10421.47 	10113.46 	9327.78 	9758.44 	9483.14 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,US	9461.38 	9066.92 	9409.22 	8432.64 	8294.15 	7517.54 	7031.70 	7461.66 	7708.27 	7372.38 	7234.75 	7844.11 	9333.90 	9706.54 	9276.35 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,AT	16416.78 	16103.02 	15525.86 	14911.89 	14246.28 	13860.13 	14313.28 	13742.33 	13136.20 	12538.26 	12492.29 	11723.18 	11028.50 	10649.55 	10070.13 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,BE	27276.28 	27170.92 	27172.27 	26486.16 	25716.67 	23789.46 	23909.18 	22460.80 	21778.06 	21229.20 	20631.51 	20021.45 	20340.38 	19806.62 	18979.55 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,BG	: 	723.42 	667.71 	630.23 	570.04 	547.64 	485.24 	560.90 	454.55 	432.56 	391.13 	367.17 	355.02 	389.08 	395.45 	398.30 	398.40 	307.56 	327.57 	: 
EUR,TAX,A1_167,CH	20084.28 	18892.43 	18379.88 	15244.06 	13241.38 	12022.70 	11281.76 	11450.09 	11248.69 	11403.00 	11295.67 	11076.30 	11395.61 	10806.88 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,CY	: 	: 	: 	: 	: 	: 	: 	3696.24 	3560.37 	3271.09 	1765.06 	2116.11 	2760.30 	3472.89 	3362.84 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,CZ	2902.28 	2896.38 	3014.08 	2995.98 	2824.40 	2632.58 	2693.01 	2341.93 	2012.28 	1812.23 	1578.41 	1432.42 	1374.31 	1106.90 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,DE	21207.61 	20539.80 	20449.07 	19883.59 	18917.21 	19727.45 	20238.07 	19544.93 	18820.15 	18602.82 	19410.95 	19731.67 	19049.08 	18032.03 	18145.31 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,DK	37383.84 	37734.29 	38164.46 	30078.54 	29380.00 	31928.21 	32095.32 	30980.74 	29345.75 	28321.05 	28142.32 	28129.78 	27395.71 	26924.89 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EA17	: 	16380.01 	15516.60 	14931.25 	14188.45 	14105.10 	13891.58 	13264.47 	12712.53 	12334.42 	12386.70 	12339.45 	12157.26 	11660.73 	11569.99 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EA18	: 	16300.37 	15435.33 	14855.23 	14111.07 	15192.36 	15077.06 	15049.46 	14961.43 	14928.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EA19	: 	16176.81 	15307.05 	14733.84 	13988.10 	15054.72 	14942.99 	14913.63 	14824.39 	14793.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EE	3911.18 	3669.20 	3388.18 	3171.37 	2948.32 	2901.52 	185.44 	2773.68 	2488.02 	2183.57 	2175.44 	2088.06 	1911.87 	1713.13 	1543.72 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EL	6219.13 	6545.38 	6294.65 	6930.66 	5798.97 	3489.35 	3072.60 	3234.83 	2826.42 	2365.26 	2293.98 	1933.20 	1291.16 	904.47 	1008.19 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,ES	9813.70 	9775.65 	9736.91 	8958.80 	8517.13 	8112.14 	7175.54 	6988.02 	6725.85 	6475.50 	6235.71 	5944.37 	5870.55 	5591.06 	5342.05 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EU15	: 	16954.82 	16706.61 	15677.30 	15040.84 	15722.44 	16182.81 	16696.22 	16420.31 	16228.23 	14004.99 	13718.89 	13648.20 	13137.08 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EU25	: 	14019.90 	14534.79 	13649.86 	13099.47 	12837.85 	13164.46 	13229.07 	12669.53 	12283.39 	12240.32 	11977.89 	11909.89 	11427.51 	11272.16 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EU27	: 	13448.75 	13875.74 	13043.44 	12515.01 	12241.81 	12552.35 	12614.07 	12072.10 	11713.90 	11651.02 	11427.93 	11345.10 	10892.81 	10727.78 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,EU28	: 	13385.56 	13688.28 	12867.26 	12341.01 	12840.03 	13200.69 	13651.69 	13422.55 	13299.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,FI	21320.34 	20864.11 	20078.00 	19769.99 	19385.54 	19210.80 	19409.11 	18286.07 	17317.58 	17545.32 	16868.56 	16677.11 	16426.41 	15723.42 	15448.85 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,FR	13047.80 	12804.09 	12569.04 	12154.97 	11753.30 	11542.00 	11422.95 	10909.58 	10582.86 	10250.05 	9864.20 	9802.31 	9974.27 	9652.64 	9217.71 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,HR	: 	3097.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,HU	2604.65 	2617.99 	2857.28 	3181.05 	3453.47 	3994.74 	4356.39 	3929.62 	3459.44 	3433.29 	3301.82 	3086.46 	2974.48 	2513.59 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,IE	16758.62 	15706.75 	15165.99 	14993.62 	11896.37 	11307.22 	11148.50 	10649.75 	10791.70 	10956.10 	10854.10 	10102.20 	9223.70 	9412.99 	14766.04 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,IS	24372.39 	20816.61 	21437.32 	18772.37 	17360.19 	14564.02 	18808.54 	28702.90 	26799.21 	29367.11 	24469.36 	23433.91 	23131.73 	20738.46 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,IT	14958.20 	14426.48 	14026.90 	13635.34 	13048.60 	12351.36 	11975.41 	11301.51 	10888.86 	10220.58 	10068.17 	9698.33 	9421.53 	9075.71 	8847.19 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,JP	7063.07 	7699.26 	9654.51 	8549.79 	8216.91 	7654.32 	6544.21 	6622.21 	6616.52 	6547.35 	6546.09 	6668.74 	7353.72 	8680.31 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,LT	: 	1930.70 	1820.86 	1740.76 	1695.13 	1727.09 	2698.11 	2550.50 	2048.58 	2082.45 	1853.80 	1454.22 	1674.57 	1570.50 	1514.94 	1347.06 	1233.84 	1038.77 	766.29 	567.85 
EUR,TAX,A1_167,LU	23156.72 	22489.04 	20775.26 	20004.62 	18662.60 	17903.08 	18119.03 	17558.25 	16565.03 	15708.13 	14890.18 	14305.93 	13643.78 	15489.32 	15684.83 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,LV	: 	3138.89 	3174.77 	2992.40 	3091.01 	2757.15 	2739.09 	2327.62 	1841.96 	1501.09 	1351.20 	1236.99 	1230.07 	1189.04 	1120.76 	784.18 	733.08 	714.35 	564.26 	: 
EUR,TAX,A1_167,MT	: 	7158.05 	7278.61 	6842.57 	5815.02 	5331.64 	5282.49 	2185.53 	2251.69 	2115.50 	4794.39 	4670.27 	5035.46 	4635.24 	4347.93 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,NL	23357.46 	22856.38 	23178.88 	22115.77 	21468.54 	21287.33 	20034.86 	19009.60 	17411.35 	16144.95 	15643.08 	14862.91 	14610.88 	13900.50 	12984.59 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,NO	29227.05 	31097.92 	31828.40 	29031.09 	27148.10 	23946.62 	25054.94 	24560.26 	22717.02 	22594.52 	21854.89 	22094.60 	23208.49 	20837.55 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,PL	1305.01 	1265.71 	1180.38 	1186.10 	1133.59 	1004.05 	1396.89 	1108.14 	988.97 	866.92 	740.47 	744.04 	808.74 	836.90 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,PT	6999.12 	7137.38 	5462.24 	5535.06 	5120.12 	5390.20 	5292.41 	5087.97 	4503.15 	4118.42 	4139.56 	4018.95 	4078.04 	3179.73 	3199.27 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,RO	: 	1303.83 	1257.23 	1329.51 	1243.27 	1110.64 	1215.98 	1011.65 	741.82 	603.53 	624.02 	529.26 	458.86 	549.77 	460.44 	503.21 	630.21 	536.71 	561.23 	: 
EUR,TAX,A1_167,SE	22777.16 	22741.26 	22559.94 	21267.44 	19814.41 	17641.51 	20039.10 	20152.54 	20558.11 	19999.25 	19688.85 	18619.39 	17925.90 	17895.21 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,SI	4630.65 	4535.55 	4972.97 	4999.97 	4814.62 	4418.03 	4377.35 	3985.21 	4266.93 	4058.57 	3974.50 	3784.04 	3598.34 	3440.63 	2832.44 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,SK	2119.19 	2038.26 	2009.87 	1966.40 	1803.69 	1721.78 	1805.72 	1596.83 	1187.82 	1039.57 	928.22 	869.30 	745.42 	747.94 	736.38 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,TR	2693.59 	3673.96 	3650.66 	2613.75 	2948.90 	2204.71 	2708.33 	2832.87 	2504.51 	2773.17 	2297.85 	2133.81 	2158.97 	2087.91 	2898.87 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,UK	16659.56 	15920.87 	17026.23 	14826.20 	14914.98 	13682.93 	16176.06 	19812.37 	18599.74 	17814.96 	17311.95 	16052.44 	16598.44 	15968.61 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_167,US	14471.91 	13879.14 	14352.18 	12876.82 	12867.06 	11723.03 	10836.71 	11389.77 	11795.01 	11314.60 	11095.89 	12020.48 	14522.32 	15133.84 	14493.53 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,AT	2205.36 	2093.83 	1876.74 	1697.73 	1488.24 	1336.69 	1894.07 	1704.64 	1505.10 	1299.49 	1451.45 	1571.23 	1373.49 	1274.12 	1124.64 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,BE	5143.53 	5153.36 	5275.85 	5179.55 	4991.67 	4273.92 	4524.33 	4194.97 	4046.06 	3964.94 	3829.68 	3722.00 	3856.62 	3717.71 	3489.10 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,BG	: 	290.23 	267.89 	252.85 	228.70 	219.71 	194.68 	: 	: 	: 	34.30 	36.12 	38.48 	52.36 	74.28 	82.83 	98.52 	66.42 	84.03 	: 
EUR,TAX,A1_2CH_67,CH	1197.16 	1067.27 	1133.72 	941.60 	809.43 	726.97 	728.42 	850.50 	800.31 	953.41 	943.39 	905.44 	917.71 	908.77 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64.31 	57.30 	57.50 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,CZ	-349.35 	-446.99 	-452.96 	-322.23 	-377.60 	-318.79 	-376.50 	3.71 	-63.35 	49.05 	154.29 	138.15 	117.25 	72.54 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,DE	-646.00 	-777.00 	-797.00 	-934.00 	-1114.00 	-642.00 	-19.00 	-192.00 	-369.00 	-423.00 	-474.00 	-639.00 	-791.00 	-776.14 	-638.09 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,DK	11125.73 	11665.59 	11740.73 	8640.35 	8457.66 	8521.91 	8517.22 	8319.37 	7891.12 	7620.24 	7566.57 	7603.57 	7395.89 	7281.15 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EA17	: 	1012.71 	886.99 	797.58 	653.20 	728.54 	876.10 	732.30 	700.84 	646.20 	625.73 	541.83 	521.71 	500.45 	552.58 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EA18	: 	1009.58 	884.81 	795.63 	652.78 	837.10 	869.16 	851.46 	835.43 	838.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EA19	: 	1004.72 	880.16 	791.53 	649.60 	832.08 	868.74 	850.26 	832.58 	835.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EE	988.98 	891.90 	779.16 	692.17 	603.49 	580.80 	37.12 	573.27 	430.74 	685.68 	702.68 	715.58 	645.11 	565.61 	521.77 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EL	771.68 	839.22 	740.41 	884.55 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,ES	601.46 	572.00 	543.12 	444.15 	288.53 	301.80 	57.37 	30.87 	354.87 	298.75 	233.03 	156.99 	210.12 	118.77 	38.38 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EU15	: 	903.28 	989.02 	811.03 	768.48 	888.75 	1056.70 	1289.54 	1205.77 	1170.74 	985.80 	906.03 	933.62 	934.97 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EU25	: 	732.82 	844.89 	690.36 	663.86 	687.18 	911.90 	1035.46 	958.14 	883.39 	865.03 	797.03 	821.21 	819.76 	971.45 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EU27	: 	715.64 	819.44 	673.18 	645.89 	665.22 	878.44 	989.73 	913.44 	841.92 	822.34 	785.79 	809.79 	780.81 	957.95 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,EU28	: 	711.27 	811.61 	667.22 	639.81 	733.15 	866.94 	1053.42 	988.79 	956.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,FI	4576.99 	4472.42 	4124.10 	4178.91 	4148.22 	4195.71 	4421.28 	4072.07 	3912.95 	4104.69 	3938.46 	3984.07 	3952.25 	3803.14 	3818.12 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,FR	1899.00 	1866.36 	1836.07 	1773.56 	1731.76 	1693.76 	1665.20 	1604.85 	1552.80 	1510.95 	1434.14 	1397.58 	1363.53 	1305.11 	1354.37 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,HU	267.55 	238.76 	184.22 	: n	654.64 	677.68 	683.56 	575.03 	449.73 	39.09 	104.08 	80.13 	205.86 	215.09 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,IE	935.25 	873.71 	842.07 	831.98 	432.93 	351.94 	: 	: 	: 	: 	: 	: 	: 	: 	1316.26 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,IS	6845.39 	5713.79 	5971.22 	5153.79 	4629.73 	4065.72 	5819.70 	8839.60 	8338.12 	8434.72 	6414.22 	5852.04 	5377.84 	4627.53 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,IT	1355.83 	1981.67 	2087.09 	1965.75 	1768.80 	1525.39 	1411.19 	1204.28 	1226.36 	1020.66 	1128.84 	1015.34 	1215.60 	1317.47 	1364.65 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,JP	1418.33 	1531.82 	1931.73 	1167.46 	736.58 	711.06 	607.93 	635.21 	624.83 	622.21 	620.81 	630.70 	658.47 	882.54 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,LT	: 	444.69 	391.80 	353.24 	331.27 	346.66 	830.90 	740.23 	566.97 	523.92 	432.10 	315.69 	390.24 	357.87 	343.96 	311.91 	296.81 	220.89 	167.95 	102.83 
EUR,TAX,A1_2CH_67,LU	956.38 	763.26 	325.92 	105.65 	: n	: 	940.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,LV	: 	491.80 	555.46 	491.45 	593.13 	531.42 	416.24 	505.58 	466.82 	380.02 	390.68 	339.07 	320.14 	297.20 	269.53 	153.61 	141.55 	133.85 	63.55 	: 
EUR,TAX,A1_2CH_67,MT	: 	840.32 	780.33 	195.35 	18.67 	: n	: n	: n	9.96 	: n	366.82 	340.30 	381.51 	300.25 	249.94 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,NL	1015.51 	1074.24 	1065.43 	1094.36 	1059.36 	1033.03 	999.78 	659.24 	592.04 	637.03 	555.68 	535.92 	628.58 	640.69 	604.01 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,NO	5870.44 	6235.45 	6429.33 	5839.45 	5443.47 	4791.72 	5081.90 	4988.11 	4637.32 	4423.53 	4376.03 	4433.79 	4703.51 	4174.77 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,PL	: n	: n	: n	: n	: n	: 	: 	: 	126.10 	101.18 	77.93 	73.76 	74.43 	85.33 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,PT	419.71 	458.74 	141.34 	63.30 	67.94 	175.83 	215.55 	222.61 	128.53 	87.80 	166.13 	160.52 	183.57 	58.70 	240.28 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,RO	: 	366.68 	349.40 	370.34 	321.03 	261.74 	269.93 	169.93 	85.33 	41.82 	12.19 	: 	: 	12.87 	: 	167.30 	183.05 	156.38 	165.62 	: 
EUR,TAX,A1_2CH_67,SE	4453.26 	4594.93 	4479.50 	4174.86 	3858.32 	3603.98 	4136.78 	4343.52 	5030.15 	5034.80 	5112.50 	4848.10 	4666.36 	4741.06 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,SI	: n	: n	: n	3.28 	: n	95.99 	107.49 	77.33 	57.96 	40.10 	278.67 	258.29 	240.78 	235.09 	197.84 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,SK	-96.34 	-116.58 	-109.51 	-105.19 	-217.14 	-244.77 	-106.60 	-156.01 	-153.12 	-98.19 	-94.57 	67.72 	51.62 	81.15 	77.91 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,TR	541.04 	820.34 	821.97 	540.30 	629.74 	453.52 	596.01 	922.24 	821.27 	904.22 	752.85 	663.53 	678.76 	641.00 	848.98 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,UK	-1065.03 	-875.74 	-316.56 	-587.71 	-80.14 	-243.63 	484.38 	1950.87 	1448.14 	1259.53 	1185.34 	1173.93 	1442.12 	1533.47 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_2CH_67,US	-1288.63 	-1510.07 	-1388.12 	-1568.01 	-2039.65 	-2176.91 	-1526.55 	-1439.42 	-1666.29 	-1792.49 	-1787.84 	-1932.35 	-1556.42 	-1571.95 	-1249.63 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EA17	: 	31441.42 	29578.83 	27869.17 	26106.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EA18	: 	23123.93 	22497.86 	21263.29 	20382.77 	20548.76 	20123.69 	16604.41 	12933.02 	10537.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EA19	: 	20208.72 	19059.01 	18220.65 	17756.53 	18091.37 	19411.73 	16589.99 	13505.30 	11499.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EU15	: 	92768.01 	98170.15 	87665.52 	88490.85 	82907.69 	92821.66 	107554.87 	102078.54 	98248.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EU25	: 	26242.62 	25088.09 	24210.21 	23535.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EU27	: 	11747.20 	10842.64 	10233.97 	9102.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_33,EU28	: 	28207.93 	10842.64 	10233.97 	9102.51 	8918.17 	8058.96 	6448.00 	5455.57 	5142.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_50,AT	1199.83 	1048.17 	951.59 	816.37 	648.46 	549.38 	816.07 	659.38 	494.32 	324.24 	525.95 	725.17 	600.97 	541.38 	428.72 	: 	: 	: 	: 	: 
EUR,TAX,A1_50,BE	4105.73 	4158.31 	4159.55 	4083.45 	4007.26 	3646.22 	3767.51 	3553.89 	3451.44 	3180.22 	3120.57 	2601.21 	2796.75 	2790.16 	2625.06 	: 	: 	: 	: 	: 
