currency,estruct,ecase,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
EUR,TOTAL,CPL_2CH_33_0,EA18	: 	7746.51 	7536.78 	7123.21 	6828.22 	6883.83 	6741.44 	5562.48 	4332.56 	3530.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,CPL_2CH_33_0,EA19	: 	6769.92 	6384.77 	6103.92 	5948.44 	6060.61 	6502.93 	5557.65 	4524.28 	3852.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,CPL_2CH_33_0,EU15	: 	30505.82 	32298.59 	28847.01 	29212.70 	27361.97 	30647.99 	35527.41 	33710.50 	32444.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,CPL_2CH_33_0,EU25	: 	8791.28 	8404.51 	8110.42 	7884.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,CPL_2CH_33_0,EU27	: 	3935.31 	3632.28 	3428.38 	3049.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,CPL_2CH_33_0,EU28	: 	9449.66 	3632.28 	3428.38 	3049.34 	2987.59 	2699.75 	2160.24 	1827.90 	1722.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOTAL,EA17	17625.31 	17625.31 	29578.83 	26654.21 	1645.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOTAL,EA18	12489.17 	12489.17 	22497.86 	21263.29 	20382.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOTAL,EA19	11269.43 	11269.43 	19059.01 	18220.65 	17756.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOTAL,EU25	15147.65 	15147.65 	25088.09 	24376.79 	23535.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOTAL,EU27	: 	: 	10842.64 	10233.97 	9102.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TOTAL,TOTAL,EU28	: 	28207.93 	10842.64 	10233.97 	9102.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,AT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,BE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,BG	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,CH	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,CZ	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,DE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,DK	1300.00 	1300.00 	1300.00 	1300.00 	1300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,EE	: n	: n	: n	: n	: n	: 	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,EL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,ES	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,FI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,FR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,HU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,IE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,IS	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,IT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,JP	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,LT	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,LU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,LV	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,MT	: 	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,NL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,NO	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,PL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,PT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,RO	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,SE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,SI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,SK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,TR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,UK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_100,US	: n	: n	: n	: n	: n	: 	600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,AT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,BE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,BG	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,CH	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,CZ	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,DE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,DK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,EE	: n	: n	: n	: n	: n	: 	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,EL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,ES	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,FI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,FR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,HU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,IE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,IS	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,IT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,JP	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,LT	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,LU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,LV	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,MT	: 	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,NL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,NO	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,PL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,PT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,RO	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,SE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,SI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,SK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,TR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,UK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_125,US	: n	: n	: n	: n	: n	: 	600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,AT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,BE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,BG	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,CH	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,CZ	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,DE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,DK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,EE	: n	: n	: n	: n	: n	: 	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,EL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,ES	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,FI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,FR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,HU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,IE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,IS	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,IT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,JP	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,LT	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,LU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,LV	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,MT	: 	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,NL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,NO	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,PL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,PT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,RO	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,SE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,SI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,SK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,TR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,UK	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_167,US	: n	: n	: n	: n	: n	: 	600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,AT	4964.00 	4896.80 	4896.80 	4896.80 	4971.40 	4971.40 	4516.80 	4516.80 	4516.80 	4516.80 	4516.80 	4516.80 	4341.60 	4338.57 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,BE	3773.04 	3793.75 	3725.35 	3623.30 	3527.25 	3610.89 	3542.67 	3282.12 	3133.29 	3082.24 	2996.64 	2937.96 	2933.19 	2857.10 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,BG	: 	2280.00 	2280.00 	2280.00 	2280.00 	840.00 	600.00 	456.00 	456.00 	432.00 	432.00 	360.00 	321.00 	206.00 	206.00 	206.00 	205.70 	162.50 	16.30 	: 
NAC,FAM,A1_2CH_67,CH	6000.00 	6000.00 	6000.00 	6000.00 	6000.00 	6000.00 	6765.00 	5308.00 	5246.00 	5246.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,CY	: 	: 	: 	: 	: 	: 	: 	400.00 	400.00 	400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,CZ	14640.00 	14640.00 	14640.00 	14640.00 	36609.94 	37304.17 	40298.18 	42602.18 	32191.64 	36227.98 	36881.99 	37206.00 	37206.00 	35214.00 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,DE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,DK	69732.00 	68372.00 	67528.00 	66252.00 	65484.00 	61384.00 	59860.00 	58472.00 	57224.00 	56208.00 	55076.00 	53704.00 	51980.00 	50540.00 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,EE	920.64 	920.64 	920.64 	920.64 	920.33 	: 	920.33 	14400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,EL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,ES	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,FI	3797.04 	3797.04 	3797.04 	3659.10 	3644.40 	3644.40 	3644.40 	3404.40 	3404.40 	3404.40 	3404.40 	3212.40 	3212.40 	3213.06 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,FR	1549.74 	1538.22 	1524.50 	1509.37 	1487.01 	1487.01 	1422.41 	1429.82 	1381.06 	1381.06 	1350.99 	1350.99 	1321.88 	1286.06 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,HU	355200.00 	355200.00 	355200.00 	355200.00 	355200.00 	355200.00 	355200.00 	331200.00 	312000.00 	187200.00 	179400.00 	169000.00 	149200.00 	129600.00 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,IE	9162.49 	9966.06 	9960.20 	10042.11 	10076.10 	10232.70 	9074.30 	8806.46 	9525.60 	6784.51 	5959.42 	5105.84 	4372.16 	1955.40 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,IS	569686.67 	514060.57 	542464.28 	429574.22 	448715.85 	502736.59 	490832.59 	421698.36 	417728.48 	397534.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,IT	2631.96 	2670.96 	2658.00 	2592.96 	2619.00 	2670.96 	2645.04 	2697.00 	1977.00 	1977.00 	1977.00 	1977.00 	1977.00 	1977.00 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,JP	240000.00 	240000.00 	240000.00 	294000.00 	264000.00 	120000.00 	120000.00 	120000.00 	120000.00 	60000.00 	60000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,LT	: 	4680.00 	5928.00 	5928.00 	5928.00 	5928.00 	5928.00 	1248.00 	1200.00 	1200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,LU	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	7521.72 	5676.72 	5676.72 	5529.12 	5437.14 	5326.64 	5271.84 	4437.10 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,LV	: 	1032.00 	912.00 	912.00 	912.00 	192.00 	211.20 	211.20 	158.40 	158.40 	158.40 	158.40 	112.20 	112.20 	: 	112.20 	112.20 	112.20 	109.75 	: 
NAC,FAM,A1_2CH_67,MT	: 	1363.96 	1382.89 	1402.13 	1536.91 	1598.37 	1624.01 	552.56 	561.03 	574.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,NL	2979.50 	3035.36 	3074.70 	3124.46 	3025.84 	3143.78 	2836.02 	1830.00 	1754.00 	1715.71 	1715.71 	1704.69 	1658.45 	1604.00 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,NO	34920.00 	34920.00 	34920.00 	34920.00 	34920.00 	34920.00 	34920.00 	34920.00 	34980.00 	34980.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,PL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	1372.00 	1020.00 	1007.04 	945.80 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,PT	840.67 	840.67 	840.67 	840.67 	1096.58 	1130.38 	760.54 	653.28 	633.60 	615.12 	600.00 	695.76 	629.76 	593.77 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,RO	: 	1008.00 	1008.00 	1008.00 	1968.00 	1920.00 	768.00 	1344.00 	576.00 	1219.20 	504.00 	564.00 	420.00 	372.00 	216.00 	204.00 	168.00 	120.00 	120.00 	: 
NAC,FAM,A1_2CH_67,SE	27000.00 	27000.00 	27000.00 	27000.00 	27000.00 	26400.00 	26400.00 	26400.00 	26400.00 	22800.00 	22800.00 	22800.00 	22800.00 	22800.00 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,SI	2716.16 	2716.16 	2716.16 	2716.16 	2700.06 	2653.86 	2571.95 	2244.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,SK	564.48 	554.40 	540.96 	528.24 	527.76 	510.00 	430.19 	14529.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,TR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,UK	1775.46 	1757.21 	1757.21 	1757.21 	1757.21 	1731.14 	1634.68 	1579.03 	1525.18 	1535.61 	1491.29 	1479.69 	1461.20 	1450.80 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_2CH_67,US	: n	: n	: n	: n	: n	: 	900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,AT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,BE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,BG	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,CH	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,CZ	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,DE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,DK	1580.00 	1580.00 	1300.00 	1300.00 	1300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,EE	: n	: n	: n	: n	: n	: 	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,EL	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,ES	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,FI	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,FR	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,HU	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,IE	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,IS	: n	: n	: n	: n	: n	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,IT	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,JP	: n	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,FAM,A1_50,LT	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
